Institución,Nombre del establecimiento,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
SANIDAD DE LA FUERZA AEREA DEL PERU,POSTA FAP SAN ROQUE,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SANTIAGO DE SURCO,ACTIVADO,-76.9925543,-12.1448793
GOBIERNO REGIONAL,SANANGO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,BARRANQUITA,ACTIVADO,-75.98738,-6.333835
GOBIERNO REGIONAL,SANTISIMO SACRAMENTO,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,LA ESPERANZA,ACTIVADO,-79.03704801,-8.0833123
GOBIERNO REGIONAL,TRES DE DICIEMBRE,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHUPACA,TRES DE DICIEMBRE,ACTIVADO,-75.24627962,-12.10474464
GOBIERNO REGIONAL,TOMAYKICHWA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,AMBO,TOMAY-KICHWA,ACTIVADO,-76.21619792,-10.07699007
GOBIERNO REGIONAL,CACHICOTO,CENTROS DE SALUD O CENTROS MEDICOS,HUANUCO,HUAMALIES,MONZON,ACTIVADO,-76.23938,-9.21138
GOBIERNO REGIONAL,SANTA ROSA DE JAIPE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ACTIVADO,-78.34204961,-6.16111456
GOBIERNO REGIONAL,ACCASO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,PILCUYO,ACTIVADO,-69.47600167,-16.04613
GOBIERNO REGIONAL,PUESTO DE SALUD HUACCHIS,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARI,HUACCHIS,ACTIVADO,-76.78759809,-9.20155426
SANIDAD DE LA FUERZA AEREA DEL PERU,FUERZA AEREA DEL PERU,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,LIMA,LIMA,LURIGANCHO,ACTIVADO,-76.7160503,-11.9451442
GOBIERNO REGIONAL,YAPACMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JUNIN,ULCUMAYO,ACTIVADO,-75.86978833,-10.979435
PRIVADO,CENTRO PREVENTIVO INMUNOLOGICO PREVENVAC  S.R.L.,CENTROS DE VACUNACION,UCAYALI,CORONEL PORTILLO,CALLERIA,ACTIVADO,-74.53110414,-8.37708988
GOBIERNO REGIONAL,PINGULLO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,HUALGAYOC,HUALGAYOC,ACTIVADO,-78.57389365,-6.83974808
GOBIERNO REGIONAL,P.S YAPATERA,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,MORROPON,CHULUCANAS,ACTIVADO,-80.13666167,-5.05879833
GOBIERNO REGIONAL,C.S FRIAS,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,AYABACA,FRIAS,ACTIVADO,-79.94290823,-4.93465422
GOBIERNO REGIONAL,PALOMA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,MARCAS,ACTIVADO,-74.43364261,-12.91157998
GOBIERNO REGIONAL,EL PINTOR,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.51662833,-5.76497833
GOBIERNO REGIONAL,OCOBAMBA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,APURIMAC,CHINCHEROS,OCOBAMBA,ACTIVADO,-73.56453675,-13.4812389
GOBIERNO REGIONAL,MOCHADIN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SOCOTA,ACTIVADO,-78.72895,-6.30738
GOBIERNO REGIONAL,SARGENTO LORES,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,PUNCHANA,ACTIVADO,-73.41136,-3.50736
GOBIERNO REGIONAL,SANTA TERESA DE SHINUYA,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,MANANTAY,ACTIVADO,-74.38239467,-8.38003769
GOBIERNO REGIONAL,CCAPUNA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,SANDIA,ACTIVADO,-69.45928775,-14.33991893
GOBIERNO REGIONAL,CCOTA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PLATERIA,ACTIVADO,-69.82525833,-15.92198667
GOBIERNO REGIONAL,LARO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,NICASIO,ACTIVADO,-70.27794679,-15.16764399
GOBIERNO REGIONAL,LA NORIA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SULLANA,MARCAVELICA,ACTIVADO,-80.74499362,-4.79237693
GOBIERNO REGIONAL,TIERRA BLANCA,CENTROS DE SALUD O CENTROS MEDICOS,LORETO,UCAYALI,SARAYACU,ACTIVADO,-75.17958948,-6.54976828
GOBIERNO REGIONAL,C.S SANTO DOMINGO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PIURA,MORROPON,SANTO DOMINGO,ACTIVADO,-79.87648227,-5.03187319
GOBIERNO REGIONAL,SAN JUAN DE YANAC,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,CHINCHA,SAN JUAN DE YANAC,ACTIVADO,-75.78544833,-13.21213167
MINSA,TREBOL AZUL,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ACTIVADO,-76.9659123,-12.1775527
GOBIERNO REGIONAL,SAN ANTONIO,CENTROS DE SALUD O CENTROS MEDICOS,LAMBAYEQUE,CHICLAYO,CHICLAYO,ACTIVADO,-79.82880764,-6.76611513
GOBIERNO REGIONAL,NUEVO OCCORO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,PARIAHUANCA,ACTIVADO,-74.80663775,-12.04199832
MINSA,MEXICO,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN MARTIN DE PORRES,ACTIVADO,-77.0850499,-12.0252261
GOBIERNO REGIONAL,SAN JOSE DE CURIS,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,ICA,YAUCA DEL ROSARIO,ACTIVADO,-75.27445167,-14.046845
GOBIERNO REGIONAL,SANTA ELENA,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,ACTIVADO,-74.19763385,-13.16909444
GOBIERNO REGIONAL,SAN FRANCISCO DE ERE,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,PUTUMAYO,PUTUMAYO,ACTIVADO,-73.18139,-2.22761
GOBIERNO REGIONAL,FRAY MARTIN,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,BALSAPUERTO,ACTIVADO,-76.38825505,-5.77561297
MINSA,VILLA  DEL SOL,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,LURIGANCHO,ACTIVADO,-76.9343332,-11.96432
GOBIERNO REGIONAL,MATACHICO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JAUJA,LLOCLLAPAMPA,ACTIVADO,-75.5901473,-11.79767995
GOBIERNO REGIONAL,NUEVO PORVENIR,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,PUERTO INCA,PUERTO INCA,ACTIVADO,-75.00217667,-9.17926667
GOBIERNO REGIONAL,LA UNION,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAURA,SAYAN,ACTIVADO,-77.11789757,-11.19319684
GOBIERNO REGIONAL,ASUNCION GONCHA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,ASUNCION,ACTIVADO,-77.71035277,-6.03254552
GOBIERNO REGIONAL,SANTA MARTHA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,HUIMBAYOC,ACTIVADO,-75.70051667,-6.43103333
GOBIERNO REGIONAL,EL MILAGRO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,EL MILAGRO,ACTIVADO,-78.562425,-5.63853
GOBIERNO REGIONAL,TUMBES,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,UCAYALI,CONTAMANA,ACTIVADO,-74.99149,-7.62903
GOBIERNO REGIONAL,FLOR DE UN DIA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,OXAPAMPA,CONSTITUCION,ACTIVADO,-75.17971225,-9.89538895
GOBIERNO REGIONAL,CONCHAN,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CHOTA,CONCHAN,ACTIVADO,-78.65601074,-6.44317838
GOBIERNO REGIONAL,CHORROS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,ACTIVADO,-78.02323898,-4.84577979
GOBIERNO REGIONAL,SANTIAGO DE VADO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,LUCANAS,ACTIVADO,-74.27355833,-14.60419833
GOBIERNO REGIONAL,SAN ANTONIO DE CACHI,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,ACTIVADO,-73.60260374,-13.77298308
GOBIERNO REGIONAL,VICUS,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,TAMBO,ACTIVADO,-73.990865,-12.91125333
ESSALUD,POSTA MEDICA CAMPO VERDE,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ACTIVADO,-74.80522414,-8.47236892
GOBIERNO REGIONAL,SAN REGIS,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,HUALLAGA,SAPOSOA,ACTIVADO,-76.80343333,-6.865355
GOBIERNO REGIONAL,YAHUAR HUACA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,TAMBO GRANDE,ACTIVADO,-80.42052451,-4.82973613
GOBIERNO REGIONAL,PROGRESO DE SAN JUAN BAUTISTA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,SAN JUAN BAUTISTA,ACTIVADO,-73.287,-3.774418
GOBIERNO REGIONAL,BANCO DE SANGRE REGIONAL SAN MARTIN,PATOLOGIA CLINICA,SAN MARTIN,SAN MARTIN,TARAPOTO,ACTIVADO,-76.37040999,-6.47453926
GOBIERNO REGIONAL,LA GREDA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,TAMBO GRANDE,ACTIVADO,-80.33908223,-4.98076768
GOBIERNO REGIONAL,HUABAL,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CALLAYUC,ACTIVADO,-78.92760406,-6.08927658
PRIVADO,EMPRESA PRESTADORA DE SERVICIOS DE SALUD CONSULTORIOS MEDICOS ESPECIALIZADOS VIRGEN ASUNTA E.I.R.L,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ACTIVADO,-77.869165,-6.229565
GOBIERNO REGIONAL,SAN IGNACIO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,ACTIVADO,-68.95876758,-14.04044193
GOBIERNO REGIONAL,BAJO COLLANA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,MACARI,ACTIVADO,-70.94914968,-14.70295319
GOBIERNO REGIONAL,C.S. MIRAMAR,CENTROS DE SALUD O CENTROS MEDICOS,MOQUEGUA,ILO,ILO,ACTIVADO,-71.334828,-17.634884
ESSALUD,HOSPITAL I ULDARICO ROCCA FERNANDEZ,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,LIMA,LIMA,VILLA EL SALVADOR,ACTIVADO,-76.9319845,-12.2107672
GOBIERNO REGIONAL,HOSPITAL CHINCHEROS,HOSPITALES O CLINICAS DE ATENCION GENERAL,APURIMAC,CHINCHEROS,CHINCHEROS,ACTIVADO,-73.71802,-13.51834
GOBIERNO REGIONAL,QUIRIPA,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAROCHIRI,SANGALLAYA,ACTIVADO,-76.23489027,-12.20714657
ESSALUD,HOSPITAL II CAJAMARCA,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,CAJAMARCA,CAJAMARCA,CAJAMARCA,ACTIVADO,-78.50902167,-7.15988333
GOBIERNO REGIONAL,RODEOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,ANGUIA,ACTIVADO,-78.60435245,-6.32226144
GOBIERNO REGIONAL,MOCUPE NUEVO,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,CHICLAYO,LAGUNAS,ACTIVADO,-79.65087333,-6.97964333
GOBIERNO REGIONAL,ALTO LARAN,CENTROS DE SALUD O CENTROS MEDICOS,ICA,CHINCHA,ALTO LARAN,ACTIVADO,-76.08397327,-13.43981486
GOBIERNO REGIONAL,COPARA,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,NAZCA,VISTA ALEGRE,ACTIVADO,-74.890845,-14.97319667
GOBIERNO REGIONAL,HUADUILLO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,HUARANGO,ACTIVADO,-78.72445,-5.31114
GOBIERNO REGIONAL,PALCA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,SANCOS,ACTIVADO,-74.22620333,-15.22534833
PRIVADO,JORGE LUIS DIAZ MENDOZA,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ACTIVADO,-77.86989706,-6.22726962
GOBIERNO REGIONAL,PROGRESO PAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CHOTA,ACTIVADO,-78.593,-6.55828
GOBIERNO REGIONAL,BUENA FE,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,NAZCA,NAZCA,ACTIVADO,-74.92014167,-14.83705
GOBIERNO REGIONAL,CUYO CUYO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,SANDIA,CUYOCUYO,ACTIVADO,-69.53652074,-14.46813606
GOBIERNO REGIONAL,JESUS,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CAJAMARCA,JESUS,ACTIVADO,-78.37814205,-7.24685065
GOBIERNO REGIONAL,SAN PABLO DE RAMON CASTILLA,CENTROS DE SALUD O CENTROS MEDICOS,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,ACTIVADO,-71.10453333,-4.01976667
GOBIERNO REGIONAL,P.S LAGUNAS DE SAN PABLO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,PACAIPAMPA,ACTIVADO,-79.53058,-4.903315
GOBIERNO REGIONAL,CHUNGUINA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,ACTIVADO,-78.40638681,-5.74682586
GOBIERNO REGIONAL,LA COLPA LLAUCAN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,HUALGAYOC,BAMBAMARCA,ACTIVADO,-78.44440733,-6.72368548
GOBIERNO REGIONAL,REBELDE HUAYRANA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,ACTIVADO,-73.60331921,-13.69719404
GOBIERNO REGIONAL,RAMOSCUCHO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,ACTIVADO,-78.33592421,-6.66412068
GOBIERNO REGIONAL,SAN JUAN DE MIRAFLORES,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,ACTIVADO,-76.74636456,-6.61478736
GOBIERNO REGIONAL,EL TENDAL,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,ANGUIA,ACTIVADO,-78.533915,-6.335485
GOBIERNO REGIONAL,PUESTO DE SALUD ISCAP,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,SANTO TORIBIO,ACTIVADO,-77.92413333,-8.84612167
GOBIERNO REGIONAL,COLCAMAR,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,LUYA,COLCAMAR,ACTIVADO,-77.974375,-6.29909333
GOBIERNO REGIONAL,SAN CARLOS ALTO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,LAJAS,ACTIVADO,-78.74308984,-6.51239063
GOBIERNO REGIONAL,LA VICTORIA SECTOR I,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,CHICLAYO,LA VICTORIA,ACTIVADO,-79.84484,-6.79329667
GOBIERNO REGIONAL,CASCARILLA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.91123143,-6.34413786
GOBIERNO REGIONAL,HUIPOCA,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,PADRE ABAD,ACTIVADO,-75.44611873,-8.97850817
GOBIERNO REGIONAL,IGLESIAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,PACCHA,ACTIVADO,-78.41623215,-6.5190631
GOBIERNO REGIONAL,TINYAYOC,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,ACTIVADO,-78.04436809,-7.19671903
GOBIERNO REGIONAL,LAGUNA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,PACUCHA,ACTIVADO,-73.29426101,-13.61448106
GOBIERNO REGIONAL,PUESTO DE SALUD RINCONADA,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,SANTA,ACTIVADO,-78.56666266,-8.89325253
GOBIERNO REGIONAL,CHUQUIS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,DOS DE MAYO,CHUQUIS,ACTIVADO,-76.70598539,-9.67816582
GOBIERNO REGIONAL,LAGO VALENCIA,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,ACTIVADO,-68.80304323,-12.40614908
GOBIERNO REGIONAL,LA PAUCA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,HUAMBOS,ACTIVADO,-78.9485437,-6.36353246
GOBIERNO REGIONAL,YANTAYO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CONCHAN,ACTIVADO,-78.59420129,-6.50012691
GOBIERNO REGIONAL,VISCHONGO,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,VILCAS HUAMAN,VISCHONGO,ACTIVADO,-73.99749123,-13.58842682
GOBIERNO REGIONAL,BELLA ESPERANZA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,OXAPAMPA,VILLA RICA,ACTIVADO,-75.07465246,-10.51829395
MINSA,VILLA VENTURO,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,CHORRILLOS,ACTIVADO,-77.0126753,-12.1875226
GOBIERNO REGIONAL,SAN JOSE DE LOS CHORRILLOS,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAROCHIRI,SAN JOSE DE LOS CHORRILLOS,ACTIVADO,-76.4354955,-12.13230867
GOBIERNO REGIONAL,POTSOTENI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.14433972,-11.41207906
GOBIERNO REGIONAL,LA VEGA,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,JULCAN,HUASO,ACTIVADO,-78.43328249,-8.22770443
GOBIERNO REGIONAL,MARAYBAMBA ALTO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,QUEROCOTILLO,ACTIVADO,-79.04719425,-6.31550213
GOBIERNO REGIONAL,NEGRO MAYO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,PARINACOCHAS,CORACORA,ACTIVADO,-73.75679297,-14.64460899
GOBIERNO REGIONAL,CENTRO DE SALUD LA CURVA,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,ISLAY,DEAN VALDIVIA,ACTIVADO,-71.82430154,-17.14615428
GOBIERNO REGIONAL,CENTRO DE SALUD SAN GREGORIO,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,ACTIVADO,-72.71509159,-16.57266369
PRIVADO,LABORATORIO DENTAL CONFI DENT,LABORATORIOS DE PROTESIS DENTAL,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ACTIVADO,-77.86987559,-6.22719477
GOBIERNO REGIONAL,CHANTA ALTA (CLAS),PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,ENCAÑADA,ACTIVADO,-78.48161287,-6.86299629
PRIVADO,SONRIEME CENTRO ODONTOLOGICO,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ACTIVADO,-77.87069441,-6.22972174
GOBIERNO REGIONAL,CAYARA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,CAYARA,ACTIVADO,-73.9914692,-13.79279332
GOBIERNO REGIONAL,QUELLOQUELLO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,LAMPA,ACTIVADO,-70.34179167,-15.27956
GOBIERNO REGIONAL,TAMARATE,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,LAGUNAS,ACTIVADO,-75.82048758,-5.31212492
GOBIERNO REGIONAL,LA UNION,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,HUANUCO,DOS DE MAYO,LA UNION,ACTIVADO,-76.800955,-9.82463333
GOBIERNO REGIONAL,PUEBLO NUEVO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,PARINACOCHAS,PULLO,ACTIVADO,-74.03683833,-15.20562667
GOBIERNO REGIONAL,PUESTO DE SALUD LLACLLA,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,ACTIVADO,-77.14530535,-10.30232941
GOBIERNO REGIONAL,PUESTO DE SALUD HUAMARIN,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,HUARAZ,ACTIVADO,-77.51248,-9.61529
GOBIERNO REGIONAL,CHOCTAMAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LONGUITA,ACTIVADO,-77.98595167,-6.39118333
GOBIERNO REGIONAL,SAN JORGE,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,COSPAN,ACTIVADO,-78.48495622,-7.54292257
GOBIERNO REGIONAL,LECHE,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,HUIMBAYOC,ACTIVADO,-75.66997667,-6.52741167
GOBIERNO REGIONAL,P.S SERRAN,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,MORROPON,SALITRAL,ACTIVADO,-79.78038118,-5.43037445
GOBIERNO REGIONAL,PARATIA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,LAMPA,PARATIA,ACTIVADO,-70.60107167,-15.45281
GOBIERNO REGIONAL,YATUN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.77338,-6.43567
GOBIERNO REGIONAL,CAMELIN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LONYA CHICO,ACTIVADO,-77.98687167,-6.21376833
GOBIERNO REGIONAL,FELIPE SANTIAGO SALAVERRY,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,TALARA,PARIÑAS,ACTIVADO,-81.17491599,-4.59014911
GOBIERNO REGIONAL,SANTIAGO DE PUPUJA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SANTIAGO DE PUPUJA,ACTIVADO,-70.27733272,-15.05424566
GOBIERNO REGIONAL,MIRAMAR,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PAITA,VICHAYAL,ACTIVADO,-81.100732,-4.87233062
GOBIERNO REGIONAL,VICHAYAL,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,PAITA,VICHAYAL,ACTIVADO,-81.07240432,-4.86503808
GOBIERNO REGIONAL,MANGUA DE FERNANDO LORES,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,FERNANDO LORES,ACTIVADO,-73.27271,-4.14895
GOBIERNO REGIONAL,PROVIDENCIA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,LORETO,TROMPETEROS,ACTIVADO,-74.64935,-3.77295
GOBIERNO REGIONAL,P.S LA MATANZA,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,MORROPON,LA MATANZA,ACTIVADO,-80.09033717,-5.20890625
GOBIERNO REGIONAL,P.S EL HIGUERON,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,ACTIVADO,-79.60298388,-5.45553128
GOBIERNO REGIONAL,PUEBLO PARDO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHANCHAMAYO,CHANCHAMAYO,ACTIVADO,-75.29805833,-10.94412667
GOBIERNO REGIONAL,SUNAMPE,CENTROS DE SALUD O CENTROS MEDICOS,ICA,CHINCHA,SUNAMPE,ACTIVADO,-76.16413833,-13.428215
GOBIERNO REGIONAL,LIMABAMBA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,ACTIVADO,-77.49921411,-6.49902126
GOBIERNO REGIONAL,HUAYANAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,PALCA,ACTIVADO,-75.00409594,-12.65127225
GOBIERNO REGIONAL,CHUÑOHUACHO,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANTABAMBA,ANTABAMBA,ACTIVADO,-72.8192698,-14.40779139
GOBIERNO REGIONAL,SAN FRANCISCO DE YARINACOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,YARINACOCHA,ACTIVADO,-74.64147082,-8.27610142
GOBIERNO REGIONAL,SAN SILVESTRE DE COCHAN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,ACTIVADO,-78.77379,-6.978266
GOBIERNO REGIONAL,VILLA  PALMA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,PACCHA,ACTIVADO,-78.39862,-6.57977
GOBIERNO REGIONAL,LOMA SANTA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,JAEN,JAEN,ACTIVADO,-78.8394,-5.69911
GOBIERNO REGIONAL,LOS OLIVOS,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,ACTIVADO,-74.21291928,-13.17806438
GOBIERNO REGIONAL,UNICACHI,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,YUNGUYO,UNICACHI,ACTIVADO,-68.97602167,-16.22619
