Institución,Nombre del establecimiento,UBIGEO,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
GOBIERNO REGIONAL,SANQUIRA,211301,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,YUNGUYO,YUNGUYO,ACTIVADO,-69.05348333,-16.32461
MINSA,PABLO PATRON,150118,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,LURIGANCHO,ACTIVADO,-76.686205,-11.930408
GOBIERNO REGIONAL,PICHCCAHUASI,90607,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,PILPICHACA,ACTIVADO,-74.81299219,-13.30582031
GOBIERNO REGIONAL,CHICMO,30215,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,ACTIVADO,-73.49410174,-13.65727131
GOBIERNO REGIONAL,RACCAYA,51005,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,CANARIA,ACTIVADO,-73.9748563,-14.01322289
GOBIERNO REGIONAL,PUESTO DE SALUD LEOPOLDO RONDON - SABANDIA,40116,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,SABANDIA,ACTIVADO,-71.49591159,-16.45061303
GOBIERNO REGIONAL,CHURUYACU,60907,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SAN IGNACIO,TABACONAS,ACTIVADO,-79.08168422,-5.41985153
GOBIERNO REGIONAL,PUESTO DE SALUD HUACACHI,21005,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARI,HUACACHI,ACTIVADO,-76.93835721,-9.31458254
GOBIERNO REGIONAL,ALTO VISTA ALEGRE,60801,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,JAEN,JAEN,ACTIVADO,-78.8423,-5.68596
GOBIERNO REGIONAL,HUACRACHUCO,100701,CENTROS DE SALUD O CENTROS MEDICOS,HUANUCO,MARAÑON,HUACRACHUCO,ACTIVADO,-77.149775,-8.60394167
GOBIERNO REGIONAL,URAKUSA,10401,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,CONDORCANQUI,NIEVA,ACTIVADO,-78.05480089,-4.71539445
GOBIERNO REGIONAL,SACSAHUANCA,100201,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,AMBO,AMBO,ACTIVADO,-76.14500066,-10.19963519
GOBIERNO REGIONAL,SANTA BARBARA,60108,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,ACTIVADO,-78.50398,-7.13227
GOBIERNO REGIONAL,SAN CRISTOBAL DE NUDILLO,60601,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.84286833,-6.334445
GOBIERNO REGIONAL,EL ALISO,10702,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,ACTIVADO,-78.13500977,-5.69308984
GOBIERNO REGIONAL,BUENOS AIRES,220201,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,BELLAVISTA,BELLAVISTA,ACTIVADO,-76.63365895,-7.00462476
GOBIERNO REGIONAL,SANTIAGO DE LLACON,100109,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ACTIVADO,-76.30608,-9.80666667
GOBIERNO REGIONAL,MUYOC,61004,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MARCOS,GREGORIO PITA,ACTIVADO,-78.12339915,-7.18275396
GOBIERNO REGIONAL,CCOCHA,30504,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,HAQUIRA,ACTIVADO,-72.10518479,-14.18508878
GOBIERNO REGIONAL,SAN JOAQUIN DE OMAGUAS,160301,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,LORETO,NAUTA,ACTIVADO,-73.40722,-4.26754
GOBIERNO REGIONAL,POTRERO GRANDE,60906,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,ACTIVADO,-78.89813086,-4.94630078
GOBIERNO REGIONAL,CARUCAYA,210111,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PICHACANI,ACTIVADO,-69.926685,-16.017385
GOBIERNO REGIONAL,HUAMBO,30208,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,PACOBAMBA,ACTIVADO,-73.09032,-13.58118333
GOBIERNO REGIONAL,YANACCMA,30218,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,TURPO,ACTIVADO,-73.47276047,-13.77008883
GOBIERNO REGIONAL,NOHAYA,250104,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,MASISEA,ACTIVADO,-73.67239168,-9.04573558
GOBIERNO REGIONAL,SANTA CLARA,10701,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.43733165,-5.88738524
GOBIERNO REGIONAL,CENTRO DE SALUD SAN JOSE,210212,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,AZANGARO,SAN JOSE,ACTIVADO,-70.16177697,-14.68456064
GOBIERNO REGIONAL,MUTCA,30401,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,AYMARAES,CHALHUANCA,ACTIVADO,-73.30806672,-14.2165251
GOBIERNO REGIONAL,CUEYQUETA,10109,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,LA JALCA,ACTIVADO,-77.814225,-6.52561333
GOBIERNO REGIONAL,LAGUNAS,60304,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,HUASMIN,ACTIVADO,-78.32987814,-6.74894448
GOBIERNO REGIONAL,C.S EL INDIO,200104,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,PIURA,CASTILLA,ACTIVADO,-80.62078207,-5.22462895
GOBIERNO REGIONAL,OSCOROQUE,210306,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,CRUCERO,ACTIVADO,-69.893845,-14.19191167
GOBIERNO REGIONAL,TZEKUNZA,160706,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,DATEM DEL MARAÑON,ANDOAS,ACTIVADO,-76.765905,-3.04561833
GOBIERNO REGIONAL,PANINTZA,160704,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,DATEM DEL MARAÑON,MORONA,ACTIVADO,-77.45123167,-3.05380667
GOBIERNO REGIONAL,STO. DOMINGO DE LA CAPILLA,60612,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,ACTIVADO,-78.8569167,-6.24277597
MINSA,NOCHETO,150137,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SANTA ANITA,ACTIVADO,-76.9843438,-12.046338
MINSA,VILLA MARIA DEL TRIUNFO,150143,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,ACTIVADO,-76.9365017,-12.1569104
GOBIERNO REGIONAL,CHURUCANCHA,60410,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,LAJAS,ACTIVADO,-78.73591,-6.54087
GOBIERNO REGIONAL,IMPERIAL,150507,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,CAÑETE,IMPERIAL,ACTIVADO,-76.35224796,-13.06026662
GOBIERNO REGIONAL,CENTRO DE SALUD MATARANI,40704,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,ISLAY,ISLAY,ACTIVADO,-72.097925,-16.999742
GOBIERNO REGIONAL,PUESTO DE SALUD CHILPINILLA,40107,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,JACOBO HUNTER,ACTIVADO,-71.552225,-16.44025167
GOBIERNO REGIONAL,PUESTO DE SALUD VINZOS,21808,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,SANTA,ACTIVADO,-78.55158891,-8.80170247
GOBIERNO REGIONAL,CHUGUR,60601,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.85455,-6.36963
GOBIERNO REGIONAL,CENTRO ESPERANZA,190304,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,OXAPAMPA,PALCAZU,ACTIVADO,-75.27139024,-10.21152385
GOBIERNO REGIONAL,YANAMAYO,211207,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,SAN JUAN DEL ORO,ACTIVADO,-69.09526906,-14.20098091
GOBIERNO REGIONAL,P.S CHOCO,200410,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,MORROPON,YAMANGO,ACTIVADO,-79.67296333,-5.11951167
MINSA,JUAN CARLOS SOBERON,150143,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,ACTIVADO,-76.929749,-12.163089
GOBIERNO REGIONAL,HUANCASANCOS,50301,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,AYACUCHO,HUANCA SANCOS,SANCOS,ACTIVADO,-74.33578849,-13.92375464
GOBIERNO REGIONAL,SAN JUAN DE COJIN,60411,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,LLAMA,ACTIVADO,-79.16302,-6.58235
ESSALUD,CAP III METROPOLITANO DE CHIMBOTE,21801,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,SANTA,CHIMBOTE,ACTIVADO,-78.5974318,-9.0670144
GOBIERNO REGIONAL,CHIMBOTE,160401,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,ACTIVADO,-70.77975333,-3.93012167
GOBIERNO REGIONAL,AMBO,100201,CENTROS DE SALUD O CENTROS MEDICOS,HUANUCO,AMBO,AMBO,ACTIVADO,-76.20662872,-10.12777892
GOBIERNO REGIONAL,CACHICHE,110101,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,ICA,ICA,ACTIVADO,-75.73608833,-14.09478333
GOBIERNO REGIONAL,CRUZ CONGA,60408,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CONCHAN,ACTIVADO,-78.67018184,-6.42380543
GOBIERNO REGIONAL,STA. ROSA DE YANAYACU,100905,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,PUERTO INCA,YUYAPICHIS,ACTIVADO,-75.01366,-9.55897
GOBIERNO REGIONAL,YANAPATA,211301,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,YUNGUYO,YUNGUYO,ACTIVADO,-69.05647167,-16.30385167
GOBIERNO REGIONAL,ACORA,210102,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,ACORA,ACTIVADO,-69.79381333,-15.97679333
GOBIERNO REGIONAL,PUTINA PUNCO,211210,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,ACTIVADO,-69.04707494,-14.11404305
GOBIERNO REGIONAL,HUANCOLLUSCO,210607,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,TARACO,ACTIVADO,-69.95602516,-15.35705774
GOBIERNO REGIONAL,PEDREGAL,200114,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,TAMBO GRANDE,ACTIVADO,-80.38476013,-4.88256102
GOBIERNO REGIONAL,ROCCO,190201,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.48737619,-10.48465892
GOBIERNO REGIONAL,JOSE GALVEZ,60306,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,JOSE GALVEZ,ACTIVADO,-78.13082021,-6.9295306
GOBIERNO REGIONAL,COMPIN,131103,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,GRAN CHIMU,MARMOT,ACTIVADO,-78.62533119,-7.70075078
GOBIERNO REGIONAL,QUIPACANCHA,120504,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JUNIN,ULCUMAYO,ACTIVADO,-75.82940333,-10.99533167
GOBIERNO REGIONAL,ROMERO CIRCA,61308,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,ACTIVADO,-78.88961855,-6.69286345
GOBIERNO REGIONAL,PUESTO DE SALUD CASCAPARA,22002,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,CASCAPARA,ACTIVADO,-77.71768732,-9.22825055
GOBIERNO REGIONAL,MENDAN,10503,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,COCABAMBA,ACTIVADO,-78.10155,-6.61673
GOBIERNO REGIONAL,NUEVA HUILLCAYHUA,30203,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,CHIARA,ACTIVADO,-73.58565086,-13.89098496
GOBIERNO REGIONAL,KILCATA,30305,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANTABAMBA,OROPESA,ACTIVADO,-72.59708767,-14.41253855
PRIVADO,SERVICIOS INTEGRALES SOSA SAC,70106,DIAGNOSTICO POR IMAGENES,CALLAO,CALLAO,VENTANILLA,ACTIVADO,-76.77238,-9.49775
GOBIERNO REGIONAL,CHABARBAMBA,60409,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,HUAMBOS,ACTIVADO,-78.93467516,-6.42986189
GOBIERNO REGIONAL,HUARO,81207,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,QUISPICANCHI,HUARO,ACTIVADO,-71.63985303,-13.69159142
GOBIERNO REGIONAL,SENSA,80914,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MEGANTONI,ACTIVADO,-73.00330836,-11.38812591
GOBIERNO REGIONAL,CCARHUACC LICAPA,50205,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,CANGALLO,PARAS,ACTIVADO,-74.85780332,-13.35742663
GOBIERNO REGIONAL,PACORA,140309,CENTROS DE SALUD O CENTROS MEDICOS,LAMBAYEQUE,LAMBAYEQUE,PACORA,ACTIVADO,-79.83813167,-6.42935667
GOBIERNO REGIONAL,HUACOCHULLO,210111,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PICHACANI,ACTIVADO,-70.261085,-16.35046333
GOBIERNO REGIONAL,ZUNGAROYALI,190306,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,OXAPAMPA,PUERTO BERMUDEZ,ACTIVADO,-74.86704555,-10.11907812
GOBIERNO REGIONAL,JORGE CHAVEZ,211101,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SAN ROMAN,JULIACA,ACTIVADO,-70.13931455,-15.48032349
GOBIERNO REGIONAL,CRUCETA,200114,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,TAMBO GRANDE,ACTIVADO,-80.26768911,-4.83946693
GOBIERNO REGIONAL,SHISPASBAMBA,10310,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,SHIPASBAMBA,ACTIVADO,-78.07163,-5.86804
GOBIERNO REGIONAL,HOSPITAL DE RIOJA,220801,HOSPITALES O CLINICAS DE ATENCION GENERAL,SAN MARTIN,RIOJA,RIOJA,ACTIVADO,-77.1699847,-6.05595848
MINSA,CARDAL,150123,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,PACHACAMAC,ACTIVADO,-76.8510552,-12.1811992
GOBIERNO REGIONAL,LA PALMA,240304,PUESTOS DE SALUD O POSTAS DE SALUD,TUMBES,ZARUMILLA,PAPAYAL,ACTIVADO,-80.21510167,-3.56252667
GOBIERNO REGIONAL,HOSPITAL BELLAVISTA,220201,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,SAN MARTIN,BELLAVISTA,BELLAVISTA,ACTIVADO,-76.58256361,-7.05457844
SANIDAD DEL EJERCITO DEL PERU,CENTRO DE SALUD DE LA LEGION PERUANA DE LA GUARDIA,70101,POLICLINICOS,CALLAO,CALLAO,CALLAO,ACTIVADO,-77.1477788,-12.0612929
GOBIERNO REGIONAL,CCAPI,81003,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,PARURO,CCAPI,ACTIVADO,-72.08443129,-13.85319068
GOBIERNO REGIONAL,CHECCASA,30408,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,ACTIVADO,-73.19430667,-14.12696667
GOBIERNO REGIONAL,SEXI,61309,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SANTA CRUZ,SEXI,ACTIVADO,-79.05109564,-6.56318719
GOBIERNO REGIONAL,JAYU JAYU,210102,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,ACTIVADO,-69.628325,-16.001465
GOBIERNO REGIONAL,CHARASMANA,160601,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,UCAYALI,CONTAMANA,ACTIVADO,-75.36945,-7.84735
MINSA,COOPERATIVA UNIVERSAL,150137,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SANTA ANITA,ACTIVADO,-76.9757381,-12.0437743
MINSA,LOS INCAS,150108,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,CHORRILLOS,ACTIVADO,-77.013183,-12.2023962
MINSA,TABLADA DE LURIN,150143,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,ACTIVADO,-76.9274519,-12.1910331
MINSA,DANIEL ALCIDES CARRION,150143,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,ACTIVADO,-76.94539,-12.1776988
GOBIERNO REGIONAL,NUEVO ORIENTE DE LA CAPILLA,60612,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,ACTIVADO,-78.86031297,-6.26318701
GOBIERNO REGIONAL,CHAMCAS,60105,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,ENCAÑADA,ACTIVADO,-78.34285703,-6.99898218
GOBIERNO REGIONAL,MAGDALENA,60109,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CAJAMARCA,MAGDALENA,ACTIVADO,-78.657057,-7.250164
GOBIERNO REGIONAL,SAN JOSE DE ALTO MAYO,220101,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,ACTIVADO,-77.37377167,-5.69228167
GOBIERNO REGIONAL,NUEVO PACARAN,170303,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,ACTIVADO,-70.2591,-17.31706
GOBIERNO REGIONAL,SANTA ROSA TOTERANI,120302,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHANCHAMAYO,PERENE,ACTIVADO,-75.12549167,-10.95838333
GOBIERNO REGIONAL,SAN JAVIER DE ALPABAMBA,50808,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,ACTIVADO,-73.32259667,-15.05693
GOBIERNO REGIONAL,UMUCHI,210901,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,ACTIVADO,-69.56768,-15.342495
GOBIERNO REGIONAL,CABANILLA,210702,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,LAMPA,CABANILLA,ACTIVADO,-70.34671833,-15.61996833
GOBIERNO REGIONAL,CASPIZAPA,220703,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,PICOTA,CASPIZAPA,ACTIVADO,-76.41980425,-6.9562888
GOBIERNO REGIONAL,IBERIA,160509,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,REQUENA,TAPICHE,ACTIVADO,-74.13849198,-5.69352557
GOBIERNO REGIONAL,ATALAYA,250201,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,UCAYALI,ATALAYA,RAIMONDI,ACTIVADO,-73.7573805,-10.72517233
MINSA,UNIDAD EJECUTORA DEL PLIEGO 011 MINISTERIO DE SALUD-DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR,150104,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,BARRANCO,ACTIVADO,-77.0224199,-12.1445771
GOBIERNO REGIONAL,PAUCARBAMBA,90507,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,ACTIVADO,-74.53406,-12.55611833
MINSA,CARLOS CUETO FERNANDINI,150117,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,LOS OLIVOS,ACTIVADO,-77.0719764,-11.9816146
MINSA,MICAELA BASTIDAS,150103,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,ATE,ACTIVADO,-76.931598,-12.04457
GOBIERNO REGIONAL,SANTA CRUZ,61301,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,ACTIVADO,-78.943336,-6.630679
GOBIERNO REGIONAL,SAN JOSE,140311,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,ACTIVADO,-79.96592949,-6.7678064
GOBIERNO REGIONAL,DISTRITAL DE PACASMAYO,130704,HOSPITALES O CLINICAS DE ATENCION GENERAL,LA LIBERTAD,PACASMAYO,PACASMAYO,ACTIVADO,-79.56932667,-7.39878167
GOBIERNO REGIONAL,STA. ROSA DE TISTES,120204,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CONCEPCION,CHAMBARA,ACTIVADO,-75.40132993,-11.99718887
GOBIERNO REGIONAL,VISTA ALEGRE DE ANTA,90203,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,ACTIVADO,-74.65292141,-12.78496318
GOBIERNO REGIONAL,LA JAYUA,60601,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.7685,-6.51006
GOBIERNO REGIONAL,SAN FRANCISCO,110404,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,PALPA,SANTA CRUZ,ACTIVADO,-75.25447,-14.50458667
GOBIERNO REGIONAL,CENTRO DE SALUD OCOÑA,40206,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,CAMANA,OCOÑA,ACTIVADO,-73.10560031,-16.43482519
GOBIERNO REGIONAL,CHINLANLAN,60410,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,LAJAS,ACTIVADO,-78.77843,-6.57244
GOBIERNO REGIONAL,EL PALMAR,110403,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,PALPA,RIO GRANDE,ACTIVADO,-75.10750167,-14.24239667
GOBIERNO REGIONAL,PAMPAS,100106,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUANUCO,QUISQUI,ACTIVADO,-76.47428441,-9.90232679
GOBIERNO REGIONAL,CHALLUARACRA,60409,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,HUAMBOS,ACTIVADO,-78.99115993,-6.44171613
GOBIERNO REGIONAL,CHACCARO,30501,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,TAMBOBAMBA,ACTIVADO,-72.13669,-13.84881333
GOBIERNO REGIONAL,AUTAMA,50910,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,ACTIVADO,-73.6473,-14.10497667
MINSA,NUEVO PROGRESO,150143,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,ACTIVADO,-76.92037,-12.2210199
GOBIERNO REGIONAL,MOTUPILLO,140205,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,FERREÑAFE,PITIPO,ACTIVADO,-79.60570271,-6.44341809
GOBIERNO REGIONAL,BARRO NEGRO,130502,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,JULCAN,CALAMARCA,ACTIVADO,-78.39905703,-8.13665478
GOBIERNO REGIONAL,ARAHUANTE,160206,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,LAGUNAS,ACTIVADO,-75.72586717,-5.31090553
GOBIERNO REGIONAL,LA UNION,10706,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ACTIVADO,-78.48410361,-6.03208966
GOBIERNO REGIONAL,NUEVE DE OCTUBRE,60901,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ACTIVADO,-78.96816399,-5.18917447
GOBIERNO REGIONAL,SAN IGNACIO,60901,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ACTIVADO,-79.003002,-5.14467
GOBIERNO REGIONAL,CUIPARI,160211,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,ACTIVADO,-75.96523941,-5.95467567
GOBIERNO REGIONAL,CUNUMBUQUE,220505,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,LAMAS,CUÑUMBUQUI,ACTIVADO,-76.48339884,-6.5124753
GOBIERNO REGIONAL,LAS PALMAS,10301,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,JUMBILLA,ACTIVADO,-77.7979707,-5.90550586
ESSALUD,HOSPITAL II LUIS HEYSEN INCHAUSTEGUI,140112,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,LAMBAYEQUE,CHICLAYO,PIMENTEL,ACTIVADO,-79.879685,-6.78766167
GOBIERNO REGIONAL,LABORATORIO REFERENCIAL,130101,PATOLOGIA CLINICA,LA LIBERTAD,TRUJILLO,TRUJILLO,ACTIVADO,-79.0276886,-8.11524907
GOBIERNO REGIONAL,HUAMALI,120408,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JAUJA,HUAMALI,ACTIVADO,-75.42471138,-11.80673357
GOBIERNO REGIONAL,CUYO CHICO,80405,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,PISAC,ACTIVADO,-71.83292968,-13.4100371
PRIVADO,CONSULTORIO PREVENTIVO DE SALUD,70101,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,CALLAO,CALLAO,CALLAO,ACTIVADO,-77.0521443,-11.9069324
GOBIERNO REGIONAL,HUAMBALPA,51105,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,ACTIVADO,-73.93127287,-13.75002676
GOBIERNO REGIONAL,HUAYHUACONDO,50113,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,TAMBILLO,ACTIVADO,-74.17011962,-13.16080108
GOBIERNO REGIONAL,PUESTO DE SALUD YURA,40128,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,YURA,ACTIVADO,-71.68181062,-16.25090344
